linkUrl,customEvent:DATAGOV_dataset_organization,customEvent:DATAGOV_dataset_publisher,fileExtension,fileName,pageLocation,pageTitle,eventCount
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/6a21386a-a527-410b-ae,State of California,ca-gov,csv,data-table-high-school-e-cig-use-prevalence-2015-2016.csv,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4,High School Electronic Smoking Device and Tobacco Use Prevalence - Catalog,138
https://data.chhs.ca.gov/dataset/a66328ec-2a61-401a-8af1-84fc9e2e421d/resource/71a99ce5-3e6b-4be4-8c,State of California,ca-gov,csv,proportion-of-adults-who-are-current-smokers-lghc-indicator-19.csv,https://catalog.data.gov/dataset/proportion-of-adults-who-are-current-smokers-lghc-indicator-484c3,Proportion of Adults Who Are Current Smokers (LGHC Indicator) - Catalog,117
https://data.chhs.ca.gov/dataset/99bc1fea-c55c-4377-bad8-f00832fd195d/resource/5a6d5fe9-36e6-4aca-ba,State of California,ca-gov,pdf,hci_crime_752-narrative_examples-10-30-15-ada.pdf,https://catalog.data.gov/dataset/violent-crime-rate-9a68e/resource/142589da-d58b-4b70-9659-da9de6d84733,Violent Crime Rate - Violent Crime Narrative - Catalog,110
https://data.chhs.ca.gov/dataset/99bc1fea-c55c-4377-bad8-f00832fd195d/resource/86cd9392-4d4c-40a1-8b,State of California,ca-gov,xlsx,violentcrimedatadictionary.xlsx,https://catalog.data.gov/dataset/violent-crime-rate-9a68e,Violent Crime Rate - Catalog,106
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/7a1fa61c-0c26-4596-9f,State of California,ca-gov,xlsx,adult-depression-lghc-indicator-24-dd.xlsx,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3,Adult Depression (LGHC Indicator) - Catalog,105
https://data.chhs.ca.gov/dataset/596b5eed-31de-4fd8-a645-249f3f9b19c4/resource/57da6c9a-41a7-44b0-ab,State of California,ca-gov,csv,cscpopendata.csv,https://catalog.data.gov/dataset/chemicals-in-cosmetics-2a971/resource/6e8f6b14-040b-40be-a740-a39bb26efbfa,Chemicals in Cosmetics - Chemicals in Cosmetics (CSV) - Catalog,92
https://data.ca.gov/dataset/469f1d7f-81dd-4e5b-a2db-ad4eece1134b/resource/291bacb8-2fdb-4d9c-a330-11,State of California,ca-gov,csv,certified_electrician_list.csv,https://catalog.data.gov/dataset/dir-electrician-certification-unit-ecu/resource/2bdf554e-6912-4859-9d7d-c7c599ffccc3,DIR Electrician Certification Unit (ECU) - Certified Electrician List - Catalog,89
https://data.chhs.ca.gov/dataset/0114f5bb-4975-419d-95d9-5f0179a8de06/resource/3ccd7a4b-890c-4db6-98,State of California,ca-gov,pdf,foodaffordabilitynarrativeexamples4-14-13.pdf,https://catalog.data.gov/dataset/food-affordability-fc448,Food Affordability - Catalog,89
https://data.cnra.ca.gov/dataset/022f670f-eb4e-4314-9fad-74f7f9560400/resource/bfe84bf5-7bde-4c03-8d,State of California,ca-gov,xlsx,cdfw-dmp-metadata-worksheet_sharkincidentdatabase.xlsx,https://catalog.data.gov/dataset/shark-incident-database-california-56167,Shark Incident Database - California - Catalog,87
https://data.chhs.ca.gov/dataset/ea0c8ca9-023e-46a3-b95b-b9d4ab8ec195/resource/81602900-aa04-4fcb-b7,State of California,ca-gov,csv,selected-file_2012_2017_machinereadable.csv,https://catalog.data.gov/dataset/hospital-annual-financial-data-selected-data-pivot-tables-a3e84,Hospital Annual Financial Data - Selected Data & Pivot Tables - Catalog,84
https://data.chhs.ca.gov/dataset/bb703230-1f5f-44b5-8a90-55e45e08c452/resource/4a8dde27-c4e1-4ca3-86,State of California,ca-gov,csv,sugar-sweetened-beverage-consumption-in-california-residents-20122013.csv,https://catalog.data.gov/dataset/sugar-sweetened-beverage-consumption-in-california-residents-69c65/resource/327fe3fc-8ae2-471e-b059-0e036dc87df9,"Sugar-Sweetened Beverage Consumption in California Residents - Sugar-Sweetened Beverage Consumption in California Residents, 2012/2013 (CSV) - Catalog",79
https://data.cnra.ca.gov/dataset/3f96977e-2597-4baa-8c9b-c433cea0685e/resource/a9e7ef50-54c3-4031-8e,State of California,ca-gov,csv,lab_results.csv,https://catalog.data.gov/dataset/water-quality-data-c4036,Water Quality Data - Catalog,76
https://data.cnra.ca.gov/dataset/022f670f-eb4e-4314-9fad-74f7f9560400/resource/fa77215c-a06c-4fa2-b8,State of California,ca-gov,zip,sharkincidents_1950_2022_220302.zip,https://catalog.data.gov/dataset/shark-incident-database-california-56167,Shark Incident Database - California - Catalog,73
https://data.chhs.ca.gov/dataset/99bc1fea-c55c-4377-bad8-f00832fd195d/resource/bc09f211-200c-4c4c-aa,State of California,ca-gov,xlsx,hci_crime_752_pl_co_re_ca_2000-2013_21oct15-ada.xlsx,https://catalog.data.gov/dataset/violent-crime-rate-9a68e/resource/e5df4a79-6b42-4f5e-83c7-8069dd943f4d,Violent Crime Rate - Violent Crime Rate California 2000-2013 - Catalog,70
https://data.chhs.ca.gov/dataset/98672625-8a4e-4100-90ef-866b4fbf26f7/resource/aafb76a0-45ba-4775-96,State of California,ca-gov,csv,obesity-in-california-2012-and-2013.csv,https://catalog.data.gov/dataset/obesity-in-california-2012-and-2013-428b6,"Obesity in California, 2012 and 2013 - Catalog",69
https://data.chhs.ca.gov/dataset/e0216fbb-3739-4d92-9630-88d9f5686ac6/resource/cdb50347-6fe1-456e-a3,State of California,ca-gov,xlsx,road_traffic.xlsx,https://catalog.data.gov/dataset/road-traffic-injuries-0935b,Road Traffic Injuries - Catalog,68
https://data.ca.gov/dataset/e7624fce-c058-4fa1-a29f-2594d8f8f160/resource/2cffd2f1-451f-4253-9050-15,State of California,ca-gov,csv,validation_rules_samples_merged.csv,https://catalog.data.gov/dataset/microplastics-in-drinking-water,Microplastics in Drinking Water - Catalog,63
https://data.cnra.ca.gov/dataset/3f96977e-2597-4baa-8c9b-c433cea0685e/resource/24fc759a-ff0b-479a-a7,State of California,ca-gov,csv,stations.csv,https://catalog.data.gov/dataset/water-quality-data-c4036,Water Quality Data - Catalog,62
https://data.chhs.ca.gov/dataset/03e61434-7db8-4a53-a3e2-1d4d36d6848d/resource/75019f89-b349-4d5e-82,State of California,ca-gov,csv,odp_idb_2001_2022_ddg_compliant.csv,https://catalog.data.gov/dataset/infectious-diseases-by-disease-county-year-and-sex-6e856/resource/880ecb5d-d4c2-4a9a-ab96-4d46686c3a17,"Infectious Diseases by Disease, County, Year, and Sex - Infectious Diseases by County, Year and Sex - Catalog",58
https://data.chhs.ca.gov/dataset/499e7fb6-459a-4ad4-ba00-490eeda20680/resource/e8f473b4-e313-4564-a0,State of California,ca-gov,csv,hospital-utilization-trends.csv,https://catalog.data.gov/dataset/effects-of-covid-19-on-hospital-utilization-trends-636d2,Effects of COVID-19 on Hospital Utilization Trends - Catalog,55
https://data.cnra.ca.gov/dataset/3f96977e-2597-4baa-8c9b-c433cea0685e/resource/1911e554-37ab-44c0-89,State of California,ca-gov,csv,field_results.csv,https://catalog.data.gov/dataset/water-quality-data-c4036,Water Quality Data - Catalog,54
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/6f0ba834-6e24-4059-ae,State of California,ca-gov,zip,adult-depression-lghc-indicator-24-4lnpsi.zip,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3,Adult Depression (LGHC Indicator) - Catalog,52
https://data.chhs.ca.gov/dataset/99bc1fea-c55c-4377-bad8-f00832fd195d/resource/c9a0afc7-0310-4aeb-ac,State of California,ca-gov,zip,violent-crime-rate-california-2006-2010-tecugb.zip,https://catalog.data.gov/dataset/violent-crime-rate-9a68e,Violent Crime Rate - Catalog,52
https://data.ca.gov/dataset/e7624fce-c058-4fa1-a29f-2594d8f8f160/resource/b027a5ef-d42e-415c-b9b9-25,State of California,ca-gov,csv,samples_geocoded.csv,https://catalog.data.gov/dataset/microplastics-in-drinking-water/resource/8ccd207f-bcbd-4262-8fef-bd06c1a3a9d7,Microplastics in Drinking Water - Microplastics Sample Data (wide) - Catalog,51
https://data.chhs.ca.gov/dataset/f243090b-4c05-4c61-b614-7cb49b86b21d/resource/afa82e27-b9fb-4db8-88,State of California,ca-gov,csv,ca_ssi_adult_odp_2022.csv,https://catalog.data.gov/dataset/surgical-site-infections-ssis-for-operative-procedures-in-california-hospitals-a6bf6,Surgical Site Infections (SSIs) for Operative Procedures in California Hospitals - Catalog,49
https://data.chhs.ca.gov/dataset/0114f5bb-4975-419d-95d9-5f0179a8de06/resource/916e2a2e-383b-4af5-9f,State of California,ca-gov,xls,food_afford_cdp_co_region_ca4-14-13-ada.xls,https://catalog.data.gov/dataset/food-affordability-fc448/resource/2281d18b-a89a-4345-8a71-0597548e2d45,"Food Affordability - Food Affordability, 2006-2010 - Catalog",46
https://data.ca.gov/dataset/3f08b68e-1d1a-4ba4-a07d-1ec3392ed191/resource/ca165fad-4f16-48c7-808e-8b,State of California,ca-gov,csv,qcew-2020-2023q2.csv,https://catalog.data.gov/dataset/quarterly-census-of-employment-and-wages-qcew-a6fea,Quarterly Census of Employment and Wages (QCEW) - Catalog,45
https://data.chhs.ca.gov/dataset/0114f5bb-4975-419d-95d9-5f0179a8de06/resource/3ccd7a4b-890c-4db6-98,State of California,ca-gov,pdf,foodaffordabilitynarrativeexamples4-14-13.pdf,https://catalog.data.gov/dataset/food-affordability-fc448/resource/0a0271b1-ca5f-474f-b9d9-a71915f56b82,Food Affordability - Food Affordability Narrative and Examples - Catalog,45
https://data.ca.gov/dataset/15179472-adeb-4df6-920a-20640d02b08c/resource/d599c3d3-87af-4e8c-8694-9c,State of California,ca-gov,csv,vehicle-fuel-type-count-by-zip-code-20231.csv,https://catalog.data.gov/dataset/vehicle-fuel-type-count-by-zip-code,Vehicle Fuel Type Count by Zip Code - Catalog,43
https://data.cnra.ca.gov/dataset/511528b2-f7d3-4d86-8902-cc9befeeeed5/resource/7d1e7e44-81b1-43fe-95,State of California,ca-gov,zip,nhd_major_rivers_and_creeks.zip,https://catalog.data.gov/dataset/national-hydrography-dataset-nhd-0c127/resource/9e250323-5420-4d2e-aeba-8e17749d7c0b?inner_span=True,National Hydrography Data - NHD and 3DHP - NHD Major Rivers and Creeks Shapefile - Catalog,43
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/4b71883c-c25a-4fb8-9a,State of California,ca-gov,csv,hs-tobacco-prevalence.csv,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4,High School Electronic Smoking Device and Tobacco Use Prevalence - Catalog,42
https://data.chhs.ca.gov/dataset/596b5eed-31de-4fd8-a645-249f3f9b19c4/resource/3fdc8616-b31e-4a0a-bf,State of California,ca-gov,pdf,chemicalsincosmetics-description.pdf,https://catalog.data.gov/dataset/chemicals-in-cosmetics-2a971,Chemicals in Cosmetics - Catalog,40
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/7a1fa61c-0c26-4596-9f,State of California,ca-gov,xlsx,adult-depression-lghc-indicator-24-dd.xlsx,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3/resource/25f020b0-34fd-416f-87a4-0c3fc4ea6b08,Adult Depression (LGHC Indicator) - Adult Depression (LGHC Indicator 24) Data Dictionary - Catalog,38
https://data.ca.gov/dataset/59218446-5760-4683-b52e-f6210021840a/resource/b4bc4656-7866-420f-8d87-4e,State of California,ca-gov,csv,laborforceandunemployment_monthly_2024419.csv,https://catalog.data.gov/dataset/local-area-unemployment-statistics-laus,Local Area Unemployment Statistics (LAUS) - Catalog,37
https://data.chhs.ca.gov/dataset/91f51139-e3e2-4cbe-ae7d-fe15b01b86f4/resource/ad8277be-9e97-4904-99,State of California,ca-gov,xlsx,hci_educational_attainment_355_ca_re_co_cd_pl_ct_total2018-06-12-ada_bh.xlsx,https://catalog.data.gov/dataset/educational-attainment-8c8b5,Educational Attainment - Catalog,37
https://data.chhs.ca.gov/dataset/bb703230-1f5f-44b5-8a90-55e45e08c452/resource/3936eb87-9ffb-4e73-b9,State of California,ca-gov,pdf,sugar-sweetenedbeverageconsumptionincaliforniaresidents2012-2013.pdf,https://catalog.data.gov/dataset/sugar-sweetened-beverage-consumption-in-california-residents-69c65,Sugar-Sweetened Beverage Consumption in California Residents - Catalog,36
https://data.chhs.ca.gov/dataset/dace89fc-69ec-4fe8-a8f4-ddfbdb053020/resource/f3d8578f-a9bf-4f6a-a2,State of California,ca-gov,csv,ca-oshpd-cancer-surgeries-gachospitals-20132022_odp1c.csv,https://catalog.data.gov/dataset/number-of-cancer-surgeries-volume-performed-in-california-hospitals-a3f18,Number of Cancer Surgeries (Volume) Performed in California Hospitals - Catalog,36
https://data.chhs.ca.gov/dataset/974e6cd5-76c4-4ebf-9dc1-37f434c72c88/resource/6a21386a-a527-410b-ae,State of California,ca-gov,csv,data-table-high-school-e-cig-use-prevalence-2015-2016.csv,https://catalog.data.gov/dataset/high-school-electronic-smoking-device-and-tobacco-use-prevalence-d23f4/resource/80de0792-6501-43c4-af42-be7adc1b440c,High School Electronic Smoking Device and Tobacco Use Prevalence - Data-High School Electronic Smoking Device Use Prevalence - Catalog,35
https://data.chhs.ca.gov/dataset/bba07a91-bf3f-438b-b7c9-92e6ce351f62/resource/d8a339df-8804-4874-99,State of California,ca-gov,csv,suicide-lghc-indicator-21.csv,https://catalog.data.gov/dataset/suicide-deaths-per-100000-population-lghc-indicator-9a8e1,"Suicide, Deaths per 100,000 Population (LGHC Indicator) - Catalog",35
https://data.chhs.ca.gov/dataset/e0216fbb-3739-4d92-9630-88d9f5686ac6/resource/184a0f70-57da-4246-b9,State of California,ca-gov,pdf,hci_roadtrafficinjuries_753_narrative-_and_examples_10-27-13-ada.pdf,https://catalog.data.gov/dataset/road-traffic-injuries-0935b,Road Traffic Injuries - Catalog,35
https://data.chhs.ca.gov/dataset/0e43d826-14d2-4ee3-b4f7-4ef86b961b9c/resource/c654a87f-7419-4164-ba,State of California,ca-gov,xlsx,2022_diagnosiscodefrequencies_ed.xlsx,https://catalog.data.gov/dataset/hospital-emergency-department-diagnosis-procedure-and-external-cause-codes-4d347,"Hospital Emergency Department - Diagnosis, Procedure, and External Cause Codes - Catalog",34
https://data.chhs.ca.gov/dataset/0114f5bb-4975-419d-95d9-5f0179a8de06/resource/bdafb620-7bf9-478c-9e,State of California,ca-gov,zip,food-affordability-2006-2010-phwrfo.zip,https://catalog.data.gov/dataset/food-affordability-fc448,Food Affordability - Catalog,33
https://data.chhs.ca.gov/dataset/c34db6d1-be9e-4d22-8bd4-da02de95513f/resource/4122368e-ab54-4443-a1,State of California,ca-gov,csv,hospitalencountersforbehavioralhealth.csv,https://catalog.data.gov/dataset/hospital-encounters-for-behavioral-health-848fa,Hospital Encounters for Behavioral Health - Catalog,32
https://data.chhs.ca.gov/dataset/f9feb1b8-16de-41fc-a983-084bcf80db11/resource/49f4e583-da0d-4a2e-81,State of California,ca-gov,csv,adults-with-diabetes-per-100-lghc-indicator-23.csv,https://catalog.data.gov/dataset/adults-with-diabetes-per-100-lghc-indicator-f3583,Adults with Diabetes Per 100 (LGHC Indicator) - Catalog,32
https://data.chhs.ca.gov/dataset/03e61434-7db8-4a53-a3e2-1d4d36d6848d/resource/99e2b824-0b6f-486c-96,State of California,ca-gov,xlsx,idb_2001_2022-diseases-county-year-sex-data-dictionary.xlsx,https://catalog.data.gov/dataset/infectious-diseases-by-disease-county-year-and-sex-6e856,"Infectious Diseases by Disease, County, Year, and Sex - Catalog",31
https://data.chhs.ca.gov/dataset/2b6dc2e3-83b5-45cc-8721-d5ab90d6b663/resource/961f6856-faa1-4667-9a,State of California,ca-gov,csv,proportion-of-high-school-students-who-smoked-cigarettes-in-the-past-30-days-lghc-indicator-13.csv,https://catalog.data.gov/dataset/proportion-of-high-school-students-who-smoked-cigarettes-in-the-past-30-days-lghc-indicato-77a29,Proportion of High School Students Who Smoked Cigarettes in the Past 30 Days (LGHC Indicator) - Catalog,31
https://data.chhs.ca.gov/dataset/596b5eed-31de-4fd8-a645-249f3f9b19c4/resource/8587c728-9b5e-4e69-81,State of California,ca-gov,xlsx,chemicalsincosmetics-dd-subcategories.xlsx,https://catalog.data.gov/dataset/chemicals-in-cosmetics-2a971,Chemicals in Cosmetics - Catalog,30
https://data.chhs.ca.gov/dataset/72d892cb-9ce4-46f8-a6c4-0bca87810e55/resource/f92ae096-0a72-4f27-9d,State of California,ca-gov,csv,tobacco-sold-to-youth.csv,https://catalog.data.gov/dataset/retailers-that-sold-tobacco-to-underage-youth-and-young-adults-81068,Retailers that Sold Tobacco to Underage Youth and Young Adults - Catalog,30
https://data.chhs.ca.gov/dataset/bb703230-1f5f-44b5-8a90-55e45e08c452/resource/3936eb87-9ffb-4e73-b9,State of California,ca-gov,pdf,sugar-sweetenedbeverageconsumptionincaliforniaresidents2012-2013.pdf,https://catalog.data.gov/dataset/sugar-sweetened-beverage-consumption-in-california-residents-69c65/resource/7e63a4c3-6513-4f79-a7a7-cdbe6998f34c,Sugar-Sweetened Beverage Consumption in California Residents - sugar-sweetened-beverage-consumption-in-california-residents-2012-2013 - Catalog,29
https://data.chhs.ca.gov/dataset/25e1dff8-d810-4391-baf8-05fb01a1359b/resource/8dd44ad7-9e78-4c1a-99,State of California,ca-gov,csv,allcauseunplanned30-dayhospitalreadmissionratecalifornia2011_2022.csv,https://catalog.data.gov/dataset/all-cause-unplanned-30-day-hospital-readmission-rate-california-lghc-indicator-36e12,"All-Cause Unplanned 30-Day Hospital Readmission Rate, California (LGHC Indicator) - Catalog",27
https://data.chhs.ca.gov/dataset/54344616-780e-4223-a253-e3baf8c76033/resource/85d7e0b3-40ec-4ddc-95,State of California,ca-gov,csv,adult-smoking-prevalence.csv,https://catalog.data.gov/dataset/adult-cigarette-and-tobacco-use-prevalence-feba5,Adult Cigarette and Tobacco Use Prevalence - Catalog,27
https://data.chhs.ca.gov/dataset/91f51139-e3e2-4cbe-ae7d-fe15b01b86f4/resource/eaa34b73-a4ad-475b-b2,State of California,ca-gov,pdf,hcieducationaattainmentnarrative3558-8-17-ada.pdf,https://catalog.data.gov/dataset/educational-attainment-8c8b5,Educational Attainment - Catalog,27
https://data.chhs.ca.gov/dataset/99bc1fea-c55c-4377-bad8-f00832fd195d/resource/86cd9392-4d4c-40a1-8b,State of California,ca-gov,xlsx,violentcrimedatadictionary.xlsx,https://catalog.data.gov/dataset/violent-crime-rate-9a68e/resource/08f07e12-ab02-481d-b452-8f1aa3453a39,Violent Crime Rate - Violent Crime - Data Dictionary - Catalog,27
https://data.chhs.ca.gov/dataset/e0216fbb-3739-4d92-9630-88d9f5686ac6/resource/c1edf275-40fa-4456-b1,State of California,ca-gov,zip,road-traffic-injuries-2002-2010-9dx_ef.zip,https://catalog.data.gov/dataset/road-traffic-injuries-0935b,Road Traffic Injuries - Catalog,27
https://data.chhs.ca.gov/dataset/f243090b-4c05-4c61-b614-7cb49b86b21d/resource/7369bbe8-c62a-42a5-9b,State of California,ca-gov,csv,cdph_ssi_adult_datadictionary_2022.csv,https://catalog.data.gov/dataset/surgical-site-infections-ssis-for-operative-procedures-in-california-hospitals-a6bf6,Surgical Site Infections (SSIs) for Operative Procedures in California Hospitals - Catalog,27
https://data.ca.gov/dataset/71b7f174-eee9-45fa-ac87-5dd533640878/resource/7091fcca-e695-49ab-aa44-6e,State of California,ca-gov,csv,personal_income_tax_statistics_by_zip_code.csv,https://catalog.data.gov/dataset/personal-income-tax-statistics-by-zip-code/resource/d0c2ee7b-ccff-425d-b270-5e66091901bb,Personal Income Tax Statistics By Zip Code - Personal Income Tax Statistics By Zip Code - Catalog,26
https://data.chhs.ca.gov/dataset/b1008bb6-2f54-4b49-a0e0-c4d1bc9440ff/resource/27c488a0-d618-407a-b7,State of California,ca-gov,pdf,hcitransportationtowork42narrativeandexamples3-20-15.pdf,https://catalog.data.gov/dataset/transportation-to-work-5006f,Transportation to Work - Catalog,26
https://data.ca.gov/dataset/e212e397-1277-4df3-8c22-40721b095f33/resource/436fc714-831c-4070-b44b-b0,State of California,ca-gov,zip,ca_places.zip,https://catalog.data.gov/dataset/ca-geographic-boundaries,CA Geographic Boundaries - Catalog,25
https://data.chhs.ca.gov/dataset/af545417-38ac-4a6c-baa4-67789ac1d53b/resource/c0a08ebe-9aad-4501-a5,State of California,ca-gov,csv,california-adults-who-met-physical-activity-guidelines-for-americans-2013.csv,https://catalog.data.gov/dataset/california-adults-who-met-physical-activity-guidelines-for-americans-2013-ea622,"California Adults Who Met Physical Activity Guidelines for Americans, 2013 - Catalog",25
https://data.chhs.ca.gov/dataset/b1008bb6-2f54-4b49-a0e0-c4d1bc9440ff/resource/fc5eafc8-0648-4a30-9b,State of California,ca-gov,xlsx,hci_transportation2work_42_ct_pl_co_re_st_12-12-13-revised-ada.xlsx,https://catalog.data.gov/dataset/transportation-to-work-5006f,Transportation to Work - Catalog,25
https://data.chhs.ca.gov/dataset/442e7cde-6230-405c-b8a8-b7ea5489de87/resource/f5a57e7a-e0fe-4d80-b0,State of California,ca-gov,xlsx,hci_living_wage_770_pl_co_re_ca_9-29-13-ada.xlsx,https://catalog.data.gov/dataset/living-wage-72c58,Living Wage - Catalog,24
https://data.chhs.ca.gov/dataset/5a281abf-1730-43b0-b17b-ac6a35db5760/resource/724c6fd8-a645-4e52-b6,State of California,ca-gov,csv,adult-depression-lghc-indicator-24.csv,https://catalog.data.gov/dataset/adult-depression-lghc-indicator-627e3,成人抑郁症（LGHC 指标） - 目录,24
https://data.chhs.ca.gov/dataset/6d0c3448-6635-45ad-bd16-16eaf9e55ef7/resource/5ed6b01c-7dc4-42e4-af,State of California,ca-gov,xlsm,2022-ed-pivot-table.xlsm,https://catalog.data.gov/dataset/hospital-emergency-department-characteristics-by-facility-pivot-profile-92d07,Hospital Emergency Department - Characteristics by Facility (Pivot Profile) - Catalog,24
https://data.chhs.ca.gov/dataset/a10630c1-536b-4f36-97ef-5ce831fc279d/resource/ae78da8f-1661-45f6-b2,State of California,ca-gov,csv,infant-mortality-deaths-per-1000-live-births-lghc-indicator-01.csv,https://catalog.data.gov/dataset/infant-mortality-deaths-per-1000-live-births-lghc-indicator-7c03d,"Infant Mortality, Deaths Per 1,000 Live Births (LGHC Indicator) - Catalog",24
https://data.cnra.ca.gov/dataset/3f96977e-2597-4baa-8c9b-c433cea0685e/resource/8ff3a841-d843-405a-a3,State of California,ca-gov,csv,period_of_record.csv,https://catalog.data.gov/dataset/water-quality-data-c4036,Water Quality Data - Catalog,24
https://data.ca.gov/dataset/59218446-5760-4683-b52e-f6210021840a/resource/6d4a9892-a8e2-4df9-b364-59,State of California,ca-gov,csv,ca-msa-sa-labor-force-2403.csv,https://catalog.data.gov/dataset/local-area-unemployment-statistics-laus,Local Area Unemployment Statistics (LAUS) - Catalog,23
https://data.ca.gov/dataset/2a5f872d-f7fe-49f2-9581-8f1b17ce5b90/resource/98b69522-557e-464a-a2be-42,State of California,ca-gov,csv,ces_2014-2024_monthly_2024419.csv,https://catalog.data.gov/dataset/current-employment-statistics-ces-5540b,Current Employment Statistics (CES) - Catalog,22
https://data.ca.gov/dataset/469f1d7f-81dd-4e5b-a2db-ad4eece1134b/resource/291bacb8-2fdb-4d9c-a330-11,State of California,ca-gov,csv,certified_electrician_list.csv,https://catalog.data.gov/dataset/dir-electrician-certification-unit-ecu,DIR Electrician Certification Unit (ECU) - Catalog,22
https://data.ca.gov/dataset/a7601751-8e18-4d1b-a7f1-e395ca9d3517/resource/96bc7125-4208-494c-9c7c-4f,State of California,ca-gov,csv,fig.-3.-toxicity-and-urban-land-use.csv,https://catalog.data.gov/dataset/2019-california-water-quality-status-report,2019 California Water Quality Status Report - Catalog,22
